observation_id,timestamp,whinfell_score,transmission_state,regime_tag,key_observation
global-2026-07-10-raw2wtm-01,2026-07-10T07:47:43-05:00,87,normal,Confirmed Risk-On,BTCUSD +; ETHUSD +; XRPUSD +; SOLUSD +; HYG outflows; CWB +
