observation_id,timestamp,whinfell_score,transmission_state,regime_tag,key_observation
global-2026-07-10-raw2wtm-01,2026-07-09T22:13:58-05:00,75,normal,Confirmed Risk-On,BTCUSD +; SOLUSD +; HYG outflows; CWB +; QQQ +; XLRE +
