observation_id,timestamp,whinfell_score,transmission_state,regime_tag,key_observation
global-2026-07-10-raw2wtm-01,2026-07-09T22:14:37-05:00,50,stressed,Fragile Risk-On,USHYBOAS -; USHGCORPOAS +; MIN -; MAX +
