observation_id,timestamp,whinfell_score,transmission_state,regime_tag,key_observation
global-2026-07-10-raw2wtm-01,2026-07-10T08:02:41-05:00,58,elevated,Constructive / Selective Risk-On,USHYBOAS +; MAX +
