observation_id,timestamp,near_month,far_month,basis_spread,ref_low,ref_mid,ref_high
exec-2026-07-10-raw2wtm-01,2026-07-09T22:13:58-05:00,Jun,Back,65525.00,52420.00,65525.00,78630.00
